client_id,days_since_prev,contacts_before,outcome_id
29711,217,5,2
29712,270,2,1
29713,264,2,1
29714,6,1,2
29716,169,12,1
29721,204,3,1
29725,257,1,1
29731,210,1,1
29733,273,1,2
29738,251,1,1
29739,251,1,1
29741,265,6,2
29742,273,1,1
29744,272,2,2
29745,244,3,1
29749,274,2,2
29753,244,1,1
29759,216,2,2
29763,274,1,1
29766,247,1,2
29767,189,16,2
29769,189,2,1
29770,246,4,1
29775,274,2,1
29776,244,1,1
29779,1,1,3
29780,208,2,1
29782,274,2,1
29783,196,4,1
29785,274,3,1
29786,259,3,2
29790,222,1,2
29804,272,3,1
29807,230,1,2
29811,245,1,1
29813,205,3,1
29814,251,1,1
29819,197,9,1
29825,268,4,1
29834,190,6,1
29836,260,4,1
29844,260,1,1
29846,274,4,1
29848,274,1,1
29849,271,1,2
29850,189,2,3
29855,209,1,1
29868,273,1,1
29869,237,20,2
29880,266,3,1
29882,274,3,1
29884,250,4,1
29890,264,4,1
29895,208,1,2
29896,246,4,1
29899,238,7,2
29902,247,1,2
29904,250,1,1
29907,198,4,1
29910,196,8,1
29918,204,2,2
29927,243,1,1
29928,251,5,1
29929,7,1,2
29930,243,3,1
29933,267,1,1
29935,203,1,1
29943,274,2,1
29951,252,4,2
29952,77,1,1
29955,272,3,2
29956,204,2,1
29959,253,7,2
29961,201,2,1
29966,191,3,1
29970,272,2,1
29972,204,2,2
29975,264,1,1
29978,212,3,1
29982,253,1,1
29990,253,1,1
29995,201,3,1
30000,272,1,1
30005,7,2,2
30007,215,2,2
30013,201,1,1
30016,273,2,1
30017,205,2,1
30018,271,1,1
30028,267,5,1
30031,198,7,1
30034,163,24,2
30039,244,1,2
30040,250,1,2
30043,272,2,1
30051,169,2,1
30052,267,2,1
30056,209,1,1
30057,212,2,2
30063,196,5,1
30071,229,3,2
30074,204,5,1
30076,271,3,1
30079,7,7,2
30080,247,3,2
30082,253,4,1
30083,260,1,1
30084,252,1,1
30087,177,7,1
30089,223,1,2
30093,175,2,2
30095,231,2,2
30096,229,2,1
30097,266,1,1
30098,260,1,2
30099,259,1,1
30101,188,6,1
30105,273,2,1
30110,265,13,1
30111,246,6,1
30116,195,6,1
30120,268,2,2
30122,272,3,2
30123,264,4,2
30124,268,2,1
30126,272,1,2
30127,265,3,2
30128,272,1,1
30129,7,6,2
30131,212,2,1
30134,7,5,2
30138,196,8,2
30139,259,2,1
30144,204,3,2
30146,253,4,1
30157,269,3,2
30159,238,9,2
30160,8,13,2
30161,202,1,1
30166,258,15,2
30171,255,11,1
30175,202,3,1
30181,189,12,3
30185,211,1,1
30188,253,1,2
30190,189,18,2
30198,212,2,2
30199,253,1,1
30200,233,2,2
30201,248,1,1
30202,252,1,1
30203,260,1,1
30205,252,2,1
30207,266,4,2
30209,262,9,1
30210,252,1,2
30213,241,1,1
30217,253,4,1
30218,199,2,1
30224,199,3,1
30228,254,5,1
30229,261,3,1
30234,213,1,2
30236,260,3,1
30238,175,2,1
30242,231,9,1
30243,245,2,1
30246,167,2,1
30254,233,3,2
30257,192,8,2
30260,195,8,3
30264,2,2,1
30272,247,4,2
30274,265,1,1
30275,253,2,1
30277,253,2,1
30285,196,3,1
30287,8,3,2
30301,268,1,1
30305,253,2,1
30310,267,2,1
30313,234,2,2
30314,272,1,2
30318,268,1,1
30324,273,3,1
30325,189,29,2
30334,258,1,1
30336,253,2,3
30337,189,13,2
30342,203,1,3
30349,8,7,2
30353,8,1,2
30355,275,3,1
30360,8,2,2
30370,8,1,2
30371,8,2,2
30372,196,4,2
30373,265,2,2
30374,267,1,2
30375,8,1,2
30379,8,2,2
30380,8,1,2
30381,8,1,2
30385,8,1,2
30389,8,2,2
30390,170,2,1
30391,8,2,2
30395,8,1,2
30396,234,2,2
30399,8,1,2
30406,198,5,2
30407,258,1,1
30410,275,1,1
30412,253,3,1
30416,210,1,2
30417,196,1,1
30418,209,2,1
30422,169,2,1
30427,196,1,2
30431,269,2,1
30434,274,2,1
30435,274,1,1
30438,274,2,1
30442,267,1,1
30443,261,1,2
30444,275,2,1
30445,232,4,2
30446,175,3,1
30448,251,2,1
30449,266,4,2
30452,196,1,1
30453,260,2,1
30455,80,1,2
30456,205,1,1
30459,211,1,3
30460,267,1,2
30469,216,4,1
30471,8,1,2
30477,8,2,2
30480,177,2,1
30483,261,1,2
30485,198,1,1
30493,189,27,2
30496,224,1,1
30500,272,2,1
30501,8,3,2
30505,202,1,2
30510,80,15,1
30511,8,2,2
30512,8,1,2
30513,8,1,2
30516,276,1,1
30518,260,1,1
30519,258,4,1
30522,252,2,1
30526,206,8,2
30528,230,1,1
30545,276,2,1
30546,254,1,2
30556,199,4,1
30557,212,4,1
30559,272,2,1
30560,253,1,1
30561,190,5,2
30562,251,2,3
30568,8,10,2
30572,273,1,1
30574,9,2,2
30575,213,2,1
30582,214,1,1
30584,9,3,2
30585,213,9,1
30586,9,7,2
30594,268,6,2
30596,9,2,2
30598,190,27,2
30600,256,14,1
30603,245,5,2
30608,275,2,1
30609,200,1,1
30610,9,3,2
30613,9,5,2
30615,212,1,2
30618,92,1,3
30621,253,1,1
30626,254,2,1
30632,274,2,1
30637,268,9,2
30638,182,2,1
30646,214,1,1
30649,212,2,1
30663,252,1,1
30667,245,3,1
30668,9,1,2
30672,212,4,2
30675,254,2,1
30679,204,1,1
30680,262,1,1
30682,275,1,1
30688,213,1,3
30690,273,1,2
30692,207,2,1
30695,276,1,2
30701,200,4,3
30705,207,3,1
30706,268,1,1
30709,254,2,1
30710,9,2,2
30711,273,2,1
30722,197,6,1
30724,253,1,1
30725,261,1,2
30728,270,2,1
30732,234,1,1
30737,217,1,1
30738,212,5,1
30740,252,1,1
30745,206,5,1
30747,273,7,1
30749,192,4,1
30752,246,1,1
30764,227,5,1
30768,263,4,1
30770,205,6,1
30773,9,2,2
30776,274,1,1
30777,211,3,2
30784,197,1,1
30789,1,7,1
30790,259,1,1
30802,253,4,2
30803,262,1,1
30807,9,1,2
30820,279,2,1
30821,196,7,1
30831,221,1,1
30836,193,13,1
30837,256,2,2
30840,12,2,2
30842,12,4,2
30843,213,2,1
30847,265,4,1
30849,256,1,1
30851,208,3,2
30852,252,2,1
30853,262,2,1
30870,280,1,2
30885,174,9,2
30889,195,15,2
30891,258,1,1
30899,259,4,1
30906,88,1,3
30913,256,1,2
30916,248,9,3
30922,199,3,2
30923,279,1,1
30925,256,7,1
30927,12,3,2
30928,12,1,2
30932,203,7,1
30936,194,6,1
30941,280,1,2
30943,272,9,1
30945,264,3,1
30958,209,12,1
30959,257,2,1
30964,12,1,2
30966,12,2,2
30978,256,1,1
30981,180,2,2
30985,277,4,2
30986,193,7,1
30987,216,1,1
30990,236,4,2
30991,252,4,2
30999,12,1,2
31007,85,1,1
31009,85,1,1
31012,279,2,1
31013,188,2,1
31015,243,1,1
31021,93,1,3
31034,209,1,1
31035,6,1,1
31037,184,2,1
31038,84,3,1
31043,85,2,1
31051,210,3,1
31057,193,1,1
31064,84,1,1
31066,85,3,1
31069,85,1,1
31079,200,5,1
31081,257,1,2
31093,92,1,1
31099,92,1,1
31138,264,1,2
31141,94,2,1
31144,219,12,2
31160,227,2,1
31161,24,1,1
31164,101,1,1
31169,21,5,1
31170,99,8,1
31172,101,1,1
31174,100,1,3
31179,261,1,1
31187,225,3,1
31199,102,6,3
31200,270,1,2
31205,103,7,1
31248,102,4,2
31255,196,2,1
31265,104,1,1
31266,107,2,2
31272,106,1,1
31282,199,6,3
31288,120,1,1
31289,224,4,1
31291,112,3,1
31301,210,7,1
31337,282,1,2
31341,115,4,1
31343,238,2,3
31352,41,1,1
31365,294,2,1
31372,121,2,1
31386,49,3,2
31414,231,2,1
31420,130,2,1
31430,239,13,2
31436,129,5,1
31456,230,2,1
31457,257,1,2
31460,131,2,1
31466,133,1,1
31467,239,1,1
31470,329,1,2
31472,238,2,1
31475,135,1,2
31476,261,3,2
31480,307,1,1
31481,303,1,2
31484,133,3,1
31485,225,4,2
31486,253,1,1
31488,329,4,1
31490,135,2,1
31491,132,2,1
31500,132,3,1
31504,331,2,1
31506,308,2,2
31514,134,2,1
31518,135,5,1
31519,267,1,1
31520,267,1,1
31521,300,2,1
31522,136,1,1
31523,136,1,2
31526,64,2,1
31530,217,8,1
31533,133,4,1
31534,314,2,1
31536,287,1,1
31541,258,3,1
31544,330,1,2
31545,261,3,1
31549,133,6,1
31550,332,5,1
31552,332,2,1
31556,227,4,1
31557,302,3,1
31558,323,2,1
31561,135,3,1
31562,318,1,1
31563,332,1,1
31564,333,1,1
31568,135,3,1
31569,136,5,1
31578,136,2,1
31582,60,2,1
31584,136,6,1
31585,136,1,1
31588,133,1,2
31589,270,3,1
31590,249,7,2
31593,31,2,3
31596,240,1,1
31600,133,3,1
31601,135,1,1
31602,248,12,1
31605,135,2,1
31607,262,4,2
31609,326,1,1
31610,138,1,1
31613,255,2,1
31616,265,3,3
31617,307,5,1
31618,139,1,3
31624,335,1,1
31626,313,9,1
31627,222,17,1
31634,307,1,1
31637,266,2,1
31639,312,1,1
31641,305,15,1
31645,136,5,2
31647,257,16,1
31652,270,1,1
31653,136,1,1
31654,136,7,1
31658,335,4,2
31660,325,1,1
31661,138,2,3
31663,138,1,1
31664,270,1,2
31665,327,2,1
31668,256,3,1
31669,249,15,1
31670,336,1,1
31671,335,2,2
31682,307,1,2
31683,309,4,2
31684,138,2,1
31686,328,1,1
31687,243,4,1
31688,266,3,1
31691,138,1,1
31694,138,6,2
31695,322,1,1
31696,253,2,1
31698,266,2,2
31704,322,2,1
31706,140,1,1
31710,314,1,2
31711,267,2,1
31715,137,3,1
31716,140,2,1
31718,140,2,1
31721,39,2,3
31722,230,3,1
31723,251,2,2
31725,243,2,2
31726,330,1,1
31728,224,22,1
31729,228,10,1
31732,330,1,1
31733,140,1,1
31734,316,1,1
31736,313,1,1
31740,322,1,2
31743,328,11,1
31744,140,3,1
31751,267,3,2
31758,331,1,1
31763,139,2,1
31764,231,4,1
31765,323,1,2
31774,292,25,1
31778,295,1,1
31779,322,3,1
31783,139,4,1
31784,308,4,1
31785,141,7,1
31787,139,5,1
31788,335,1,1
31789,310,1,2
31790,267,4,1
31792,141,2,3
31794,294,1,1
31814,306,2,1
31816,261,2,1
31820,141,3,2
31825,313,1,1
31828,254,7,1
31833,231,2,1
31837,300,1,1
31840,320,8,2
31848,317,4,2
31849,139,4,1
31851,264,3,1
31854,289,2,2
31855,57,3,1
31860,295,3,1
31861,321,5,1
31862,140,2,1
31863,314,3,1
31868,323,1,1
31870,330,1,1
31872,316,3,1
31875,275,2,2
31877,325,1,2
31878,316,6,1
31879,142,1,1
31882,336,1,1
31883,142,4,1
31886,336,1,1
31891,316,2,2
31892,330,1,1
31893,323,1,1
31894,262,1,1
31898,325,1,2
31899,329,2,1
31900,314,8,2
31901,339,2,1
31906,140,4,1
31908,163,1,3
31911,332,3,1
31912,141,5,1
31913,301,1,1
31914,140,1,1
31917,140,6,1
31926,330,1,1
31928,315,3,2
31932,331,1,1
31933,321,6,1
31934,323,1,1
31936,337,1,1
31938,141,7,1
31940,315,2,2
31943,140,2,1
31944,323,5,1
31945,336,1,1
31954,333,2,2
31955,300,8,1
31956,256,2,1
31958,327,2,1
31962,144,1,1
31967,143,6,1
31968,147,3,1
31969,334,1,1
31970,228,5,1
31971,340,2,2
31972,327,1,1
31974,334,1,1
31976,327,1,1
31977,144,2,1
31978,319,1,1
31983,262,5,1
31994,146,1,1
31998,280,2,1
32000,17,1,1
32006,146,1,2
32021,328,1,1
32022,314,2,1
32025,144,1,1
32027,263,1,1
32029,328,1,1
32031,326,2,1
32035,335,1,1
32038,74,2,1
32041,322,1,1
32043,146,1,1
32044,334,1,2
32048,316,1,2
32050,145,3,2
32051,148,1,1
32054,335,1,1
32058,271,2,1
32071,147,2,1
32078,147,3,1
32079,145,3,1
32085,337,2,1
32095,319,1,1
32098,272,3,1
32101,323,2,1
32105,146,1,1
32107,327,3,1
32112,341,2,1
32114,299,4,1
32115,330,1,1
32124,258,2,1
32126,316,3,1
32131,146,1,1
32135,316,1,1
32138,148,6,1
32139,323,3,1
32141,268,2,2
32146,148,4,1
32148,344,1,1
32155,264,1,1
32159,145,1,1
32169,320,2,3
32172,271,1,1
32173,320,2,1
32176,337,1,1
32179,146,2,1
32180,145,9,1
32183,146,4,1
32188,329,1,1
32189,145,5,2
32190,271,3,3
32191,327,2,1
32198,335,3,2
32200,272,1,2
32201,266,3,2
32202,146,3,1
32204,300,1,1
32206,148,2,2
32207,330,2,1
32208,149,1,1
32209,316,2,1
32210,149,2,2
32211,146,2,1
32214,330,1,1
32215,336,1,1
32216,234,3,1
32217,316,1,2
32219,321,1,1
32221,336,1,1
32222,328,2,1
32224,332,3,1
32228,335,1,1
32230,330,1,1
32231,342,1,1
32232,324,1,2
32234,336,1,2
32235,342,1,1
32239,148,1,1
32241,147,1,1
32244,332,2,1
32246,148,1,1
32247,147,1,3
32248,273,1,1
32253,342,3,1
32257,268,2,1
32259,318,1,2
32260,339,1,1
32262,332,1,1
32263,317,1,1
32264,147,1,1
32273,322,3,1
32274,234,4,1
32275,317,12,1
32278,146,4,1
32285,322,4,1
32288,148,1,1
32291,147,7,2
32293,331,1,1
32294,147,2,1
32302,150,1,1
32303,255,1,1
32304,150,1,1
32310,345,4,2
32311,317,4,1
32312,321,7,1
32316,336,1,1
32318,149,8,1
32321,328,2,2
32323,148,1,1
32326,330,2,1
32328,147,6,1
32329,273,1,1
32330,328,2,2
32332,342,2,2
32334,323,1,2
32338,323,1,1
32342,149,5,2
32343,317,2,1
32346,336,1,1
32347,331,1,1
32348,346,1,1
32351,324,4,1
32366,149,1,1
32367,146,9,2
32369,335,2,1
32370,317,1,1
32373,304,2,1
32374,149,1,2
32376,265,13,3
32378,318,5,2
32381,336,3,2
32382,147,3,1
32383,248,2,1
32385,269,2,1
32387,268,1,1
32388,149,2,1
32392,328,1,1
32397,330,2,1
32398,150,4,1
32400,321,2,1
32404,325,4,1
32405,345,1,1
32406,339,2,1
32407,147,1,1
32409,321,3,2
32410,266,1,2
32414,259,4,2
32416,269,3,2
32417,267,1,1
32418,231,16,2
32419,282,2,1
32420,146,5,1
32422,148,1,1
32423,146,4,3
32426,314,4,2
32427,262,5,1
32436,317,2,1
32438,314,5,3
32441,146,5,1
32454,317,3,1
32456,281,1,1
32458,148,5,2
32461,325,2,1
32462,248,2,2
32463,318,1,1
32465,281,1,1
32466,330,8,2
32467,150,1,1
32472,345,2,1
32478,260,5,1
32480,345,2,1
32481,149,2,1
32485,329,1,1
32486,150,1,1
32488,316,1,1
32489,326,3,1
32490,281,1,2
32492,326,1,1
32497,324,1,2
32499,329,2,1
32500,322,1,2
32501,326,1,1
32502,343,2,1
32504,338,1,2
32506,305,6,2
32511,339,6,2
32516,332,3,1
32522,345,2,1
32523,329,2,1
32524,151,1,1
32526,322,3,1
32527,319,4,1
32532,332,1,1
32534,345,2,1
32535,332,1,1
32538,326,3,1
32539,340,5,1
32541,345,2,3
32543,301,4,2
32547,275,2,1
32549,150,2,1
32551,148,1,1
32556,337,2,1
32559,331,1,1
32560,273,3,1
32562,338,3,1
32566,322,1,1
32567,317,1,1
32568,325,1,2
32569,147,2,1
32571,270,2,1
32573,337,3,1
32574,336,2,2
32575,331,1,1
32576,343,2,1
32577,324,1,2
32579,147,4,1
32580,317,1,1
32586,274,5,3
32587,343,1,1
32589,336,2,2
32593,338,5,1
32594,270,1,1
32597,316,3,2
32598,317,2,2
32600,324,2,1
32603,149,4,1
32604,343,1,1
32605,324,1,1
32607,319,4,1
32609,315,11,3
32611,324,24,1
32612,263,2,1
32615,269,2,1
32617,325,2,2
32618,319,2,1
32619,333,1,1
32625,339,1,2
32626,316,1,2
32629,322,2,1
32630,323,3,1
32633,346,1,2
32639,345,1,1
32640,338,1,1
32643,317,1,1
32645,338,2,1
32646,346,2,1
32647,318,1,1
32648,238,2,1
32649,150,1,2
32653,329,2,1
32654,326,1,1
32656,263,3,1
32659,14,2,1
32661,343,1,2
32664,322,2,1
32665,343,1,2
32666,322,1,2
32669,346,3,1
32673,149,2,1
32675,150,3,1
32676,317,1,1
32677,332,2,1
32680,57,2,1
32682,281,1,1
32683,323,1,1
32684,323,1,1
32685,343,1,1
32686,340,3,1
32688,150,1,1
32691,303,5,1
32692,281,1,1
32694,346,1,2
32695,332,1,1
32697,149,1,1
32701,149,2,1
32702,343,1,2
32706,148,8,2
32707,317,1,1
32711,345,1,1
32715,318,2,1
32720,149,2,1
32721,332,2,1
32732,316,3,2
32735,260,2,2
32738,324,2,1
32740,347,1,1
32741,332,2,1
32744,332,1,2
32748,148,1,1
32749,323,4,1
32751,318,1,1
32755,267,1,1
32759,345,2,2
32760,305,3,1
32761,315,4,1
32762,260,7,1
32763,339,1,2
32769,150,7,1
32771,323,3,1
32776,338,2,1
32782,268,4,2
32787,344,1,1
32788,336,1,1
32790,149,3,1
32794,343,2,1
32799,344,1,1
32800,148,1,2
32801,248,4,3
32802,331,1,1
32805,270,4,1
32807,344,2,1
32812,318,1,2
32819,344,3,1
32821,15,1,1
32823,345,3,1
32824,343,1,1
32825,329,2,1
32826,280,1,1
32827,323,3,1
32831,343,2,1
32833,344,1,1
32835,343,1,1
32837,331,1,1
32839,148,2,1
32845,148,1,1
32853,346,3,1
32854,336,3,1
32855,150,2,1
32857,282,2,1
32858,325,1,2
32861,319,1,1
32866,344,1,1
32868,267,1,1
32870,337,1,2
32874,150,2,1
32876,344,2,1
32877,336,2,1
32880,331,2,1
32883,333,1,1
32884,329,1,1
32887,344,4,1
32890,317,2,1
32896,340,7,1
32901,347,2,1
32902,74,4,1
32903,325,1,1
32904,266,2,1
32907,345,2,1
32908,302,3,1
32910,148,2,1
32911,337,1,2
32912,339,1,1
32915,305,20,2
32920,304,1,1
32924,324,1,2
32927,319,2,1
32930,332,15,1
32931,275,7,2
32937,315,11,2
32938,150,1,1
32940,344,2,1
32941,319,1,1
32942,254,2,1
32945,150,4,2
32951,343,2,2
32952,331,1,2
32956,238,2,1
32957,281,1,1
32958,326,2,1
32960,254,6,2
32961,148,4,2
32962,316,3,2
32964,343,1,1
32966,337,9,2
32967,318,6,1
32968,147,2,1
32970,329,2,2
32974,263,2,1
32975,274,3,1
32978,147,4,3
32979,332,6,2
32980,333,1,2
32981,148,1,1
32983,256,1,1
32986,240,2,1
32987,317,1,2
32991,329,2,2
32992,303,5,1
32993,323,7,1
32994,331,10,2
32997,150,2,1
32998,322,4,1
32999,326,1,2
33004,336,2,2
33005,150,2,1
33007,318,2,2
33009,322,15,2
33010,319,3,1
33014,325,2,1
33016,287,2,1
33020,331,1,3
33022,329,1,1
33024,324,2,2
33025,180,1,3
33028,318,1,1
33029,252,4,1
33033,343,3,1
33034,147,1,1
33035,150,7,1
33036,73,1,1
33038,326,2,1
33045,333,2,1
33048,148,1,3
33051,323,9,1
33055,147,1,2
33056,337,1,1
33057,302,1,1
33062,331,1,1
33063,281,1,1
33069,315,2,1
33074,341,6,2
33075,341,2,1
33077,291,6,2
33085,151,1,1
33089,339,1,1
33091,326,1,2
33098,321,1,2
33105,322,2,2
33107,151,1,1
33114,341,1,1
33115,348,1,1
33120,307,3,2
33121,242,1,2
33127,325,3,1
33130,343,4,1
33132,270,2,1
33138,346,2,1
33139,339,3,1
33140,325,2,2
33142,322,4,2
33144,341,2,1
33145,294,3,1
33146,234,4,1
33149,336,4,2
33150,346,1,1
33154,152,1,1
33156,336,6,1
33160,245,5,2
33161,349,3,1
33164,306,3,2
33166,349,3,2
33170,339,1,2
33171,328,1,1
33173,340,1,1
33176,346,1,1
33177,270,1,1
33183,182,1,3
33189,329,1,1
33196,340,2,3
33201,340,1,1
33202,328,3,1
33204,272,3,2
33207,152,1,1
33212,328,5,1
33214,322,8,2
33219,348,3,1
33231,321,2,1
33232,320,2,1
33234,152,3,1
33236,320,1,2
33237,271,1,1
33240,271,1,1
33242,259,1,1
33244,335,4,2
33246,334,3,1
33250,154,2,1
33251,150,2,1
33255,328,8,2
33257,332,3,2
33259,322,2,1
33260,312,1,1
33261,154,1,1
33264,342,1,1
33265,335,1,2
33266,151,4,2
33267,150,3,1
33268,152,2,1
33269,154,2,1
33271,321,3,1
33277,322,4,2
33278,285,1,1
33280,341,2,1
33281,308,2,1
33284,150,5,2
33285,340,2,1
33286,173,1,3
33287,152,1,1
33288,306,4,1
33292,332,2,2
33293,150,2,1
33295,349,2,1
33296,300,2,3
33297,335,1,2
33300,328,5,1
33301,334,1,1
33302,152,1,1
33303,332,2,2
33306,326,1,3
33307,313,1,1
33309,154,2,1
33310,154,1,1
33313,287,19,1
33314,326,1,2
33316,236,6,1
33318,326,1,1
33320,287,3,1
33321,348,3,1
33322,150,1,1
33330,242,8,1
33335,334,3,2
33342,276,6,1
33348,152,21,2
33350,150,2,1
33351,263,7,1
33353,273,3,1
33355,350,1,1
33358,332,3,1
33359,152,1,1
33360,151,3,1
33366,335,1,2
33370,342,1,2
33371,153,4,1
33374,270,2,1
33375,339,2,1
33377,264,2,1
33378,326,1,2
33380,284,1,1
33382,151,4,1
33385,152,2,1
33388,322,1,1
33389,235,19,1
33394,82,1,1
33396,279,5,2
33397,320,2,2
33398,322,2,1
33399,326,1,2
33403,150,5,1
33405,332,6,1
33406,347,1,1
33407,340,2,2
33411,334,1,1
33413,332,4,1
33416,152,2,1
33420,150,9,2
33421,346,1,1
33424,321,1,1
33425,343,3,2
33426,270,5,1
33429,74,4,1
33434,348,2,1
33442,318,3,1
33443,154,1,1
33444,305,1,3
33446,269,2,2
33450,151,2,1
33453,150,3,2
33455,150,10,1
33465,325,4,1
33467,321,5,1
33468,285,1,1
33473,347,1,1
33474,326,1,1
33475,329,3,1
33476,342,1,1
33479,154,2,1
33481,335,9,2
33483,259,2,1
33484,153,1,1
33487,264,9,1
33490,347,1,1
33491,151,3,2
33496,321,2,2
33501,332,4,1
33503,273,1,1
33505,326,1,2
33507,272,2,1
33512,25,7,2
33513,150,7,1
33518,349,1,1
33520,342,2,1
33521,315,1,1
33522,335,5,1
33523,320,1,2
33527,287,6,1
33531,334,3,2
33532,325,4,1
33533,325,1,1
33539,263,9,1
33544,287,3,1
33545,319,18,2
33552,343,3,2
33554,237,4,1
33562,319,3,1
33568,307,1,1
33570,349,1,2
33572,327,2,1
33573,285,1,1
33575,266,5,1
33576,154,1,2
33580,150,5,1
33582,150,4,2
33583,150,1,2
33584,349,2,1
33586,150,3,1
33587,319,2,2
33591,343,1,1
33592,347,2,1
33595,249,5,1
33598,264,2,1
33599,346,1,1
33600,235,13,1
33603,153,2,2
33604,325,9,1
33607,342,4,1
33608,287,3,2
33610,348,2,1
33612,327,2,1
33613,340,1,1
33619,329,7,1
33623,154,4,2
33627,238,12,2
33628,335,12,1
33632,318,10,2
33634,328,3,1
33635,350,1,1
33637,151,5,2
33641,153,1,1
33647,151,7,2
33650,151,3,1
33651,340,4,3
33653,341,1,2
33655,334,1,2
33657,325,1,2
33661,283,2,1
33673,328,1,2
33674,328,8,1
33675,272,1,2
33679,326,3,1
33683,325,2,1
33685,348,1,2
33686,150,6,1
33717,181,1,3
33728,14,5,2
33740,239,13,1
33743,182,1,3
33745,183,4,1
33749,181,1,3
33755,278,2,1
33759,275,1,1
33760,343,2,2
33777,153,7,1
33788,156,1,2
33799,81,3,1
33809,4,1,1
33810,261,2,1
33853,349,1,2
33855,334,2,1
33858,161,1,1
33864,87,1,2
33868,87,2,2
33875,85,2,3
33877,176,1,3
33878,87,5,1
33880,269,1,1
33885,86,1,3
33889,85,1,1
33892,86,2,2
33895,169,1,3
33898,87,1,3
33899,83,2,3
33905,164,1,1
33909,83,6,3
33912,85,1,3
33918,168,1,3
33920,87,1,2
33921,87,1,3
33923,79,1,3
33924,83,7,1
33927,86,3,1
33931,87,2,2
33932,79,1,3
33933,259,2,1
33934,85,2,1
33938,160,2,2
33940,70,2,2
33942,21,1,1
33945,86,2,1
33953,268,2,2
33954,6,2,3
33957,176,1,3
33958,163,1,1
33960,259,2,2
33962,86,3,3
33965,79,2,3
33966,9,3,3
33967,86,1,1
33969,13,1,1
33971,325,1,1
33975,83,1,3
33977,160,7,2
33978,31,4,1
33979,84,1,1
33980,28,3,1
33986,87,2,1
33991,339,1,1
33992,86,1,3
33995,161,1,1
33997,274,4,2
33999,86,1,3
34002,261,5,2
34004,350,2,1
34005,293,2,1
34007,37,1,2
34008,87,3,1
34010,87,1,3
34012,84,3,3
34019,80,1,3
34023,85,2,1
34031,160,1,1
34034,85,1,2
34036,80,1,3
34037,86,1,3
34040,84,1,1
34041,87,2,2
34042,78,2,3
34048,86,1,3
34049,86,1,1
34052,13,5,3
34058,84,1,3
34065,87,1,3
34066,164,2,2
34069,164,1,1
34073,80,1,3
34074,84,8,3
34075,87,1,1
34076,86,5,3
34079,86,1,3
34085,84,7,3
34088,80,6,2
34096,87,1,1
34097,330,4,1
34098,87,1,1
34101,167,1,3
34102,164,1,1
34104,281,3,1
34105,63,2,1
34108,86,1,3
34110,162,2,1
34111,346,2,1
34115,86,3,1
34127,344,5,1
34135,13,1,1
34139,86,1,1
34142,265,3,3
34144,22,3,2
34145,350,2,1
34148,80,2,3
34149,164,4,2
34161,84,3,3
34165,9,2,3
34166,85,2,3
34168,160,5,2
34172,79,1,3
34176,296,1,2
34177,85,2,3
34184,87,1,3
34189,83,3,1
34190,91,2,1
34192,355,1,2
34194,91,3,3
34197,87,3,1
34198,91,1,1
34199,91,1,1
34203,88,2,3
34207,87,1,1
34210,83,3,3
34211,90,1,3
34212,76,1,3
34213,91,1,1
34214,175,1,3
34221,66,1,3
34225,340,1,1
34227,14,1,1
34228,91,2,1
34230,19,1,1
34231,4,1,3
34233,89,4,3
34235,263,4,1
34238,91,2,1
34243,91,1,2
34244,334,1,2
34246,168,1,1
34247,83,3,3
34250,350,2,3
34252,167,2,1
34255,167,4,2
34261,35,3,1
34265,96,1,1
34266,180,1,1
34269,87,1,3
34270,272,1,2
34275,355,2,2
34278,360,1,1
34279,312,3,1
34280,333,2,3
34283,167,3,1
34284,339,2,1
34292,17,5,1
34295,165,5,1
34301,167,1,1
34302,167,1,2
34304,88,1,2
34308,89,1,3
34310,89,9,3
34312,168,2,2
34313,269,4,1
34315,14,3,1
34318,167,6,1
34320,89,3,1
34328,91,1,1
34330,357,15,2
34332,88,10,3
34334,360,2,2
34336,263,2,1
34343,89,2,1
34344,346,3,1
34347,87,2,3
34350,91,1,2
34354,90,2,2
34359,335,3,2
34361,80,3,3
34364,89,3,3
34365,166,1,1
34367,164,2,1
34370,87,12,1
34374,90,7,3
34375,341,3,1
34376,168,11,2
34377,74,14,1
34381,75,1,3
34383,354,2,3
34385,87,6,1
34392,90,1,3
34396,181,1,3
34398,319,1,3
34399,15,3,3
34406,351,3,1
34408,362,1,1
34409,349,1,1
34410,358,3,2
34414,349,2,1
34416,362,3,1
34418,333,5,2
34419,349,2,2
34420,354,9,2
34423,336,1,1
34425,168,1,1
34428,354,2,2
34429,365,2,1
34431,167,6,1
34432,287,6,3
34435,333,7,2
34437,355,6,1
34438,1,1,3
34440,309,9,1
34449,265,2,1
34452,169,3,1
34453,301,1,1
34454,165,4,1
34459,298,2,1
34465,337,4,1
34470,365,1,1
34471,328,1,1
34472,365,2,1
34473,252,3,1
34475,169,1,1
34476,78,8,3
34478,286,1,1
34479,337,3,1
34481,355,2,2
34482,285,1,1
34485,337,3,1
34488,365,1,2
34493,342,7,1
34499,358,2,1
34509,347,1,1
34516,362,2,2
34517,319,4,2
34521,167,1,1
34523,364,1,1
34525,349,2,1
34526,287,1,1
34529,287,2,1
34531,342,4,2
34532,167,1,1
34535,347,1,1
34548,349,2,1
34551,363,4,1
34552,362,3,2
34554,365,1,1
34556,362,1,2
